"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","municipality_id","stop_desc","stop_timezone","wheelchair_boarding","platform_code","vehicle_type"
"114683","Jo0007","Aurinkokatu L","62.63217154","29.66832451","1","","0","","167","","","0","",""
"114684","Jo0008","Aurinkokatu P","62.63254374","29.66918618","1","","0","","167","","","0","",""
"114685","Jo0113","Lintuaidantie E","62.6346134","29.668666","1","","0","","167","","","0","",""
"114689","Jo0098","Kuuselantori P","62.62816187999999","29.685127764239724","1","","0","","167","","","0","",""
"114690","Jo0097","Kuuselantori E","62.628159413637064","29.685067414536892","1","","0","","167","","","0","",""
"114691","Jo0011","Erkinpellontie L","62.62715010854154","29.68982510151859","1","","0","","167","","","0","",""
"114692","","Pesolantie P","62.62489718321445","29.691637499292387","1","","0","","167","","","0","",""
"114693","Jo0272","Vilniuksenkatu P","62.62216428","29.69038163","1","","0","","167","","","0","",""
"114694","Jo0204","Roskildenkatu P","62.62004348","29.69315132","1","","0","","167","","","0","",""
"114695","Jo0139","Mujusenpiha P","62.61759298","29.69474885","1","","0","","167","","","0","",""
"114696","Jo0110","Lehtokangas L","62.61599415","29.70253147","1","","0","","167","","","0","",""
"114697","Jo0039","Kaislaranta L","62.61650510035525","29.707026162709116","1","","0","","167","","","0","",""
"114698","Jo0123","Lähdesuo P","62.62338291","29.69823318","1","","0","","167","","","0","",""
"114699","Jo0124","Lähdesuo E","62.62291437","29.69958976","1","","0","","167","","","0","",""
"114700","Jo0119","Lykynnurmi P","62.621454","29.70420532","1","","0","","167","","","0","",""
"114701","Jo0120","Lykynnurmi E","62.6210141","29.70528706","1","","0","","167","","","0","",""
"114702","Jo0223","Siilaisentori E","62.61894851","29.70903291","1","","0","","167","","","0","",""
"114703","Jo0117","Louhosaukio L","62.62036693025883","29.70866455693393","1","","0","","167","","","0","",""
"114704","Jo0118","Louhosaukio I","62.620297234559345","29.710690512827405","1","","0","","167","","","0","",""
"114705","Jo0221","Siilaisentie L","62.61946038150542","29.715915428955174","1","","0","","167","","","0","",""
"114706","Jo0222","Siilaisentie I","62.61913824","29.71773282","1","","0","","167","","","0","",""
"114708","Jo0219","Siilaisen terveysasema P","62.61615238368082","29.72811946976248","1","","0","","167","","","0","",""
"114709","Jo0220","Siilaisen terveysasema E","62.616113524873015","29.728045924492523","1","","0","","167","","","0","",""
"114716","Jo0289","Kuusamatie P","62.61270345294819","29.733645804893925","1","","0","","167","","","0","",""
"114717","Jo0288","Kuusamatie E","62.61264974122627","29.73358664418043","1","","0","","167","","","0","",""
"114724","Jo0290","Tiedepuisto L","62.597506870565205","29.74257230919301","1","","0","","167","","","0","",""
"114725","Jo0291","Tiedepuisto I","62.597457689163654","29.742689093254","1","","0","","167","","","0","",""
"114732","Jo0293","Ravirata I","62.59892143113656","29.736907720451235","1","","0","","167","","","0","",""
"114733","Jo0286","Kirkonmäki L","62.59590773384788","29.750811847885572","1","","0","","167","","","0","",""
"114734","Jo0287","Kirkonmäki I","62.59566869065095","29.75193018650831","1","","0","","167","","","0","",""
"114735","Jo0285","Kirkkokatu P","62.59878606239038","29.756719728836202","1","","0","","167","","","0","",""
"114736","Jo0284","Kirkkokatu E","62.59847971819224","29.756430746032972","1","","0","","167","","","0","",""
"114737","Jo0121","Lyseo L","62.601648626556475","29.75311205499496","1","","0","","167","","","0","","3"
"114752","Jo0214","Siepontie P","62.607817199844646","29.73928412321685","1","","0","","167","","","0","",""
"114753","Jo0213","Siepontie E","62.607323770348955","29.7395442509191","1","","0","","167","","","0","",""
"114755","Jo0261","Vanamokatu E","62.61013018","29.74493688","1","","0","","167","","","0","",""
"114757","Jo0175","Petrankatu E","62.60760279","29.74795923","1","","0","","167","","","0","",""
"114759","Jo0125","Länsikatu E","62.60437945","29.75038609","1","","0","","167","","","0","",""
"114767","Jo0181","Pt-talo E","62.60363752","29.76115828","1","","0","","167","","","0","",""
"114768","Jo0040","Kanavaranta L","62.60043537703464","29.766839642089753","1","","0","","167","","","0","",""
"114769","Jo0041","Kanavaranta I","62.600479711988804","29.766508825463276","1","","0","","167","","","0","",""
"114770","Jo0279","Yläsatamakatu L","62.60391047","29.7649501","1","","0","","167","","","0","",""
"114771","Jo0280","Yläsatamakatu I","62.60379952","29.7655045","1","","0","","167","","","0","",""
"114772","Jo0273","Virastotalo P","62.60539134","29.76742049","1","","0","","167","","","0","",""
"114773","Jo0274","Virastotalo E","62.60594944179051","29.76792225674562","1","","0","","167","","","0","",""
"114775","Jo0112","Lepikkoaho I","62.59986613","29.805101","1","","0","","167","","","0","",""
"114776","Jo0006","Itäranta P","62.59939167","29.77471951","1","","0","","167","","","0","",""
"114777","Jo0230","Suvikuja I","62.58956771900976","29.788672794063466","1","","0","","167","","","0","",""
"114778","Jo0187","Raivaajantie L","62.62718066","29.79891463","1","","0","","167","","","0","",""
"115158","Jo0036","Jukolanportti P","62.6280645","29.79737764","1","","0","","167","","","0","",""
"115161","Jo0060","Koskikatu  P","62.600954724867606","29.758731104561473","1","","0","","167","","","0","","3"
"115162","Jo0059","Keskuspuisto P","62.60157304","29.75929217","1","","0","","167","","","0","","3"
"115164","Jo0061","Koskikatu  I","62.60047366343481","29.758951926155504","1","","0","","167","","","0","","3"
"115165","Jo0166","Koskikatu I","62.600293458638596","29.759907014873185","1","","0","","167","","","0","","3"
"115166","Jo0080","Koskikatu L","62.60054730454857","29.75873234769688","1","","0","","167","","","0","","3"
"115168","Jo0058","Kauppatori I","62.59991644712466","29.761843785323663","1","","0","","167","","","0","","3"
"115255","Jo0168","Pappilantie I","62.60281096","29.79748565","1","","0","","167","","","0","",""
"115256","Jo0210","Sariolankatu I","62.60294812","29.81037323","1","","0","","167","","","0","",""
"115257","Jo0158","Oksoja I","62.60305961","29.81885689","1","","0","","167","","","0","",""
"116381","Jo0108","Laulupuuntie  I","62.62711242969111","29.851398351802956","1","","0","","167","","","0","",""
"116383","Jo0052","Karjamäentie E","62.57983345","29.80672815","1","","0","","167","","","0","",""
"116384","Jo0025","Hukanhaudantie P","62.58263420638863","29.788167664533145","1","","0","","167","","","0","",""
"141511","","Ylämylly I","62.614244104227424","29.547224089003635","2","","0","","426","","","0","",""
"161327","Jo0128","Mansikkatie E","62.53663099","29.83593946","2","","0","","167","","","0","",""
"161328","Jo0127","Mansikkatie P","62.53705508","29.8353328","2","","0","","167","","","0","",""
"161329","Jo0026","Huvimäentie P","62.53216598","29.84219932","2","","0","","167","","","0","",""
"161330","Jo0021","Hirvolantie P","62.53432156","29.84051336","2","","0","","167","","","0","",""
"161331","Jo0022","Hirvolantie E","62.53407783","29.84079479","2","","0","","167","","","0","",""
"161333","Jo0140","Mulontie P","62.52940698186029","29.843507124230587","2","","0","","167","","","0","",""
"161334","Jo0141","Mulontie E","62.52832268966131","29.844781353720478","2","","0","","167","","","0","",""
"161371","Jo5011","Tehtaantie P","62.61767379","29.55617548","2","","0","","426","","","0","",""
"161924","Jo5008","Lampitie L","62.615652297186784","29.51426352026282","2","","0","","426","","","0","",""
"161927","Jo5007","Sompalampi L","62.61455943490514","29.520933521972424","2","","0","","426","","","0","",""
"161928","Jo5009","Honkamonttu I","62.61349442","29.52705967","2","","0","","426","","","0","",""
"161929","Jo5006","Honkamonttu L","62.61350587","29.52698666","2","","0","","426","","","0","",""
"161930","Jo5005","Honkapuisto L","62.61265359","29.53244071","2","","0","","426","","","0","",""
"161931","Jo5010","Honkapuisto I","62.61267416","29.53230413","2","","0","","426","","","0","",""
"161932","Jo5004","Katajakuja L","62.61205297","29.53609878","2","","0","","426","","","0","",""
"161933","Jo5016","Hopri E","62.63442131","29.54574146","2","","0","","426","","","0","",""
"161935","Jo5015","Jyrinlenkki","62.63620281","29.54639869","2","","0","","426","","","0","",""
"161937","Jo0115","Louhelantie P","62.54083032103782","29.836833300807204","2","","0","","167","","","0","",""
"161938","Jo0116","Louhelantie E","62.54040579559945","29.835778816864813","2","","0","","167","","","0","",""
"164333","Jo0396","Enon koulut","62.788577417014544","30.15621340846394","3","","0","","167","","","0","","3"
"164334","Jo0009","Eno","62.798902471816405","30.149556499336683","3","","0","","167","","","0","","3"
"164479","Jo0160","Oravanmarjantie I","62.626168170559644","29.828252349058985","1","","0","","167","","","0","","3"
"164480","Jo0237","Teppola P","62.61144862","29.79638033","1","","0","","167","","","0","",""
"164481","Jo0238","Teppola E","62.6110503846086","29.795072267008724","1","","0","","167","","","0","",""
"170028","Jo0062","Kesätuulentie I","62.63340435","29.6520245","1","","0","","167","","","0","",""
"170029","Jo0063","Kesätuulentie L","62.6333052","29.65274283","1","","0","","167","","","0","",""
"172927","","Onkamo th P","62.311854","30.123747","4","","0","","848","","","0","",""
"172928","","Onkamonsuora P","62.326279","30.123488","4","","0","","848","","","0","",""
"172929","","Onkamonsuora E","62.326719","30.123476","4","","0","","848","","","0","",""
"172930","","Valtamaa E","62.334944","30.120486","4","","0","","848","","","0","",""
"172931","","Valtamaa P","62.335782","30.119955","4","","0","","848","","","0","",""
"172932","","Tikkalan koulu (vt6) E","62.346913","30.111949","3","","0","","848","","","0","",""
"172933","","Tikkalan koulu (vt6) P","62.345594","30.113088","3","","0","","848","","","0","",""
"172934","","Tikkala (vt6) E","62.355672","30.105897","3","","0","","848","","","0","",""
"172935","","Tikkala (vt6) P","62.356582","30.105411","3","","0","","848","","","0","",""
"172936","","Hernevaara (Tohmajärvi) E","62.372625","30.096586","3","","0","","848","","","0","",""
"172937","","Hernevaara (Tohmajärvi) P","62.373217","30.09626","3","","0","","848","","","0","",""
"172938","","Haukioja E","62.385357","30.090044","3","","0","","848","","","0","",""
"172939","","Haukioja P","62.386025","30.0899","3","","0","","848","","","0","",""
"172940","Jo1185","Suurkangas E","62.396972","30.09006","3","","0","","167","","","0","",""
"172941","Jo1184","Suurkangas P","62.397717","30.090098","3","","0","","167","","","0","",""
"172942","Jo1183","Rauansalontie E","62.406706","30.088237","3","","0","","167","","","0","",""
"172943","Jo1182","Rauansalontie P","62.407521","30.087527","3","","0","","167","","","0","",""
"172944","Jo1181","Elinmyllyntie E","62.424543","30.065214","3","","0","","167","","","0","",""
"172945","Jo1180","Elinmyllyntie P","62.424994","30.06433","3","","0","","167","","","0","",""
"172946","Jo1179","Karhuntaival E","62.434227","30.04186","2","","0","","167","","","0","",""
"172947","Jo1178","Karhuntaival P","62.434828","30.039013","2","","0","","167","","","0","",""
"172948","Jo1177","Honkavaara (Joensuu) E","62.43847181374556","30.02609514674026","2","","0","","167","","","0","","3"
"172949","","Honkavaara (Joensuu) P","62.43955556","30.02414943","2","","0","","167","","","0","",""
"172950","","Kiihtelystie th E","62.44639948","30.015909","2","","0","","167","","","0","",""
"172951","Jo1174","Kiihtelystie th P","62.447061","30.015162","2","","0","","167","","","0","",""
"172952","Jo1173","Hammasjärvi E","62.45573","30.009306","2","","0","","167","","","0","",""
"172953","Jo1172","Hammasjärvi P","62.457311","30.008068","2","","0","","167","","","0","",""
"172954","","Pykäliköntie E","62.46600153","29.99174575","2","","0","","167","","","0","",""
"172955","Jo1170","Pykäliköntie P","62.467545","29.9862","2","","0","","167","","","0","",""
"172956","Jo1169","Mökinpelto E","62.47094","29.97406","2","","0","","167","","","0","",""
"172957","Jo1168","Mökinpelto P","62.471804","29.971041","2","","0","","167","","","0","",""
"172958","Jo1167","Haavanpää (vt6) E","62.476168","29.958858","2","","0","","167","","","0","",""
"172959","","Karjalanmäki E","62.48083947","29.95095378","2","","0","","167","","","0","",""
"172960","","Karjalanmäki P","62.48175919","29.94994948","2","","0","","167","","","0","",""
"172961","","Tikunseläntie E","62.4901726","29.94240291","2","","0","","167","","","0","",""
"172962","","Tikunseläntie P","62.49114939","29.94126214","2","","0","","167","","","0","",""
"172963","","Kukkuraitti E","62.49552759","29.93443743","2","","0","","167","","","0","",""
"172964","","Kukkuraitti P","62.49604595","29.9334097","2","","0","","167","","","0","",""
"172965","","Ruunavaara th E","62.49862496","29.9274435","2","","0","","167","","","0","",""
"172966","","Ruunavaara th P","62.49936468","29.92551839","2","","0","","167","","","0","",""
"172967","","Savikko (Joensuu) E","62.50576748","29.90908778","2","","0","","167","","","0","",""
"172968","","Savikko (Joensuu) P","62.50858627","29.90312349","2","","0","","167","","","0","",""
"172969","","Pitkämäki (Joensuu) E","62.51160638","29.89709793","2","","0","","167","","","0","",""
"172971","","Mähölä E","62.5153205","29.88642744","2","","0","","167","","","0","",""
"172973","","Metsäpelto E","62.51736485","29.87772445","2","","0","","167","","","0","",""
"172974","","Metsäpelto P","62.51756844","29.87676584","2","","0","","167","","","0","",""
"172975","","Kumpu th E","62.51906666","29.86961794","2","","0","","167","","","0","",""
"172976","","Kumpu th P","62.51939553","29.86818227","2","","0","","167","","","0","",""
"172977","","Niittylahti th","62.52113056","29.86266627","2","","0","","167","","","0","",""
"172978","","Mulonväylä P","62.52217958","29.86048228","2","","0","","167","","","0","",""
"172979","","Mulonväylä E","62.52246256","29.85994409","2","","0","","167","","","0","",""
"172981","","Leinosenmäki P","62.52758228","29.85446222","2","","0","","167","","","0","",""
"172982","","Kaukolantie E","62.53272124","29.85039892","2","","0","","167","","","0","",""
"172983","","Kaukolantie P","62.53398055","29.84943011","2","","0","","167","","","0","",""
"172984","","Mansikka-ahontie E","62.538082","29.846206","2","","0","","167","","","0","",""
"172989","","Käpykangas P","62.61874476388038","29.773741192659482","1","","0","","167","","","0","",""
"172992","Jo1133","Raatekangas P","62.626427210768405","29.779179714294557","1","","0","","167","","","0","",""
"173003","","Salmitie (Kontiolahti) P","62.73078265","29.87001631","2","","0","","276","","","0","",""
"173004","","Salmitie (Kontiolahti) E","62.73220959","29.86988054","2","","0","","276","","","0","",""
"173005","","Pyytivaara th E","62.74377404","29.86571564","2","","0","","276","","","0","",""
"173006","","Pyytivaara th P","62.74506675","29.86492793","2","","0","","276","","","0","",""
"173008","","Vaskela P","62.75721482","29.85580686","2","","0","","276","","","0","",""
"173010","Jo2237","Romo th P","62.782352","29.855009","2","","0","","276","","","0","",""
"173011","Jo2238","Heinävaara th E","62.791825","29.849865","3","","0","","276","","","0","",""
"173012","Jo2239","Heinävaara th P","62.792859","29.848944","3","","0","","276","","","0","",""
"173013","Jo2240","Puhakkala E","62.796395","29.845539","3","","0","","276","","","0","",""
"173014","Jo2241","Puhakkala P","62.797199","29.844832","3","","0","","276","","","0","",""
"173015","Jo2242","Kirnukallio E","62.809051","29.837085","3","","0","","276","","","0","",""
"173016","Jo2243","Kirnukallio P","62.809834","29.837003","3","","0","","276","","","0","",""
"173017","Jo2244","Varparanta th E","62.818762","29.838786","3","","0","","276","","","0","",""
"173018","Jo2245","Varparanta th P","62.820002","29.839181","3","","0","","276","","","0","",""
"173019","Jo2246","Pesälä E","62.82425","29.840553","3","","0","","276","","","0","",""
"173020","Jo2247","Pesälä P","62.824741","29.840698","3","","0","","276","","","0","",""
"173021","Jo2248","Kantala (Kontiolahti) E","62.8337","29.843587","3","","0","","276","","","0","",""
"173022","Jo2249","Kantala (Kontiolahti) P","62.834566","29.843847","3","","0","","276","","","0","",""
"173023","Jo2250","Leppälä (Kontiolahti) E","62.844566","29.848607","3","","0","","276","","","0","",""
"173024","Jo2251","Leppälä (Kontiolahti) P","62.844903","29.848797","3","","0","","276","","","0","",""
"173025","Jo2252","Katajavaara (Kontiolahti) E","62.850213","29.851828","3","","0","","276","","","0","",""
"173026","Jo2253","Katajavaara (Kontiolahti) P","62.85119","29.852375","3","","0","","276","","","0","",""
"173027","Jo2254","Ylä-Katajavaara E","62.85668","29.8545","3","","0","","276","","","0","",""
"173029","Jo2260","Karvosaho P","62.887416","29.834482","3","","0","","276","","","0","",""
"173030","Jo2261","Karvosaho E","62.887688","29.83435","3","","0","","276","","","0","",""
"173031","Jo2262","Venejärvi E","62.938401","29.819029","4","","0","","276","","","0","",""
"173032","Jo2263","Venejärvi P","62.938976","29.818592","4","","0","","276","","","0","",""
"173033","Jo2270","Romppala th E","62.956336","29.80466","4","","0","","276","","","0","",""
"173034","Jo2271","Romppala th P","62.957197","29.803855","4","","0","","276","","","0","",""
"173035","Jo2274","Harivaara E","62.999628","29.746091","4","","0","","276","","","0","",""
"173036","Jo2275","Harivaara P","63.000297","29.744988","4","","0","","276","","","0","",""
"173435","","Kuusjärvi L","62.70111819543599","28.924184940398234","4","","0","","309","","","0","",""
"173436","","Kuusjärvi I","62.700987748330604","28.926679394781377","4","","0","","309","","","0","",""
"173437","","Pellinmäki L","62.70075776681465","28.93790980392775","4","","0","","309","","","0","",""
"173438","","Pellinmäki I","62.70077498908355","28.940908513607138","4","","0","","309","","","0","",""
"173439","","Ulla th L","62.70083157646894","28.957983537616133","4","","0","","309","","","0","",""
"173440","","Ulla th I","62.70069133796727","28.960102482737533","4","","0","","309","","","0","",""
"173450","","Sysmäjärvi I","62.703241","29.06444","4","","0","","309","","","0","",""
"173451","","Lappala (Outokumpu) L","62.698287","29.075257","4","","0","","309","","","0","",""
"173452","","Lappala (Outokumpu) I","62.697779","29.075593","4","","0","","309","","","0","",""
"173453","","Kankaanpää L (Outokumpu)","62.693126","29.078706","4","","0","","309","","","0","",""
"173454","","Kankaanpää I (Outokumpu)","62.692332","29.079589","4","","0","","309","","","0","",""
"173455","Jo5471","Jakaranlahti L","62.684362","29.103473","4","","0","","426","","","0","",""
"173456","Jo5470","Jakaranlahti I","62.683766","29.105482","4","","0","","426","","","0","",""
"173457","Jo5469","Viinirannantie th (vt9) L","62.678644","29.116468","4","","0","","426","","","0","",""
"173458","Jo5468","Viinirannantie th (vt9) I","62.677894","29.117939","4","","0","","426","","","0","",""
"173459","Jo5467","Aholampi L","62.67434","29.122587","4","","0","","426","","","0","",""
"173460","Jo5466","Aholampi I","62.673659","29.123125","4","","0","","426","","","0","",""
"173461","Jo5465","Ahonkylä L","62.667021","29.135655","4","","0","","426","","","0","",""
"173462","Jo5464","Ahonkylä I","62.666521","29.137279","4","","0","","426","","","0","",""
"173463","Jo5463","Leppilampi th L","62.663373","29.147576","4","","0","","426","","","0","",""
"173464","Jo5462","Leppilampi th I","62.662772","29.149309","4","","0","","426","","","0","",""
"173465","Jo5461","Viiniranta th L","62.659874","29.156186","3","","0","","426","","","0","",""
"173466","Jo5460","Viiniranta th I","62.659132","29.157675","3","","0","","426","","","0","",""
"173467","Jo5459","Ristonkangas th L","62.646806","29.18127","3","","0","","426","","","0","",""
"173468","","Kangasranta I","62.646515","29.182673","3","","0","","426","","","0","",""
"173469","Jo5457","Viinijärvi th L","62.637954","29.224008","3","","0","","426","","","0","",""
"173470","Jo5456","Viinijärvi th I","62.637771","29.225341","3","","0","","426","","","0","",""
"173471","Jo5455","Siikakoski th L","62.636527","29.237519","3","","0","","426","","","0","",""
"173472","Jo5454","Siikakoski th I","62.636339","29.239143","3","","0","","426","","","0","",""
"173473","Jo5453","Simola L","62.63546","29.25084","3","","0","","426","","","0","",""
"173474","Jo5452","Simola I","62.635464","29.251719","3","","0","","426","","","0","",""
"173475","","Kontkala th L","62.635909","29.273641","3","","0","","426","","","0","",""
"173476","","Alanko L","62.635557","29.28809","3","","0","","426","","","0","",""
"173477","","Alanko I","62.63548","29.289508","3","","0","","426","","","0","",""
"173478","Jo5445","Varkaudentie th (vt9) L","62.634573","29.308107","3","","0","","426","","","0","",""
"173479","Jo5444","Varkaudentie th (vt9) I","62.634481","29.309875","3","","0","","426","","","0","",""
"173480","Jo5443","Ratasuo L","62.633886","29.321416","3","","0","","426","","","0","",""
"173481","Jo5442","Ratasuo I","62.633822","29.322621","3","","0","","426","","","0","",""
"173482","Jo5441","Syvälampi (Käsämä) L","62.633161","29.340165","3","","0","","426","","","0","",""
"173483","Jo5440","Syvälampi (Käsämä) I","62.63318","29.341766","3","","0","","426","","","0","",""
"173484","Jo5426","Käsämä th L","62.63302","29.357671","2","","0","","426","","","0","",""
"173485","","Käsämä th I","62.63302209","29.35926728","2","","0","","426","","","0","",""
"173486","Jo5423","Käsämä Kaprakka th L","62.633172","29.372607","2","","0","","426","","","0","",""
"173487","","Käsämä Kaprakka th I","62.63326585","29.37520213","2","","0","","426","","","0","",""
"173488","","Hopearannantie L","62.63371727","29.3841115","2","","0","","426","","","0","",""
"173489","","Hopearannantie I","62.63374807","29.38564706","2","","0","","426","","","0","",""
"173490","","Kuorinka L","62.62566866","29.42871311","2","","0","","426","","","0","",""
"173491","","Kuorinka I","62.62534703","29.43081927","2","","0","","426","","","0","",""
"173492","","Itärannantie (Liperi) L","62.62274764","29.44561436","2","","0","","426","","","0","",""
"173493","","Itärannantie (Liperi) I","62.62245095","29.44673052","2","","0","","426","","","0","",""
"173494","","Honkavaarantie L","62.62054233","29.4633564","2","","0","","426","","","0","",""
"173495","","Honkavaarantie I","62.6204926","29.46820109","2","","0","","426","","","0","",""
"173496","","Pihatie L","62.62079577","29.48054281","2","","0","","426","","","0","",""
"173497","","Pihatie I","62.62086744","29.48217598","2","","0","","426","","","0","",""
"173498","","Matkalampi L","62.61986809","29.49971194","2","","0","","426","","","0","",""
"173502","","Siilainen L","62.61836475215888","29.729402190537932","1","","0","","167","","","0","",""
"173762","","Onkamo th Lapinahontie L","62.310209","30.125796","4","","0","","848","","","0","",""
"173763","","Onkamo th Lapinahontie I","62.309768","30.127044","4","","0","","848","","","0","",""
"173764","","Lavatie L","62.309065","30.132318","4","","0","","848","","","0","",""
"173765","","Lavatie I","62.308899","30.133691","4","","0","","848","","","0","",""
"173766","","Kangaslampi (Onkamo) L","62.306727","30.150683","4","","0","","848","","","0","",""
"173767","","Kangaslampi (Onkamo) I","62.306473","30.151988","4","","0","","848","","","0","",""
"173768","","Onkamo L","62.303927","30.1628","4","","0","","848","","","0","",""
"173769","","Onkamo I","62.303671","30.163777","4","","0","","848","","","0","",""
"173770","","Murtoi th L","62.28723","30.200245","4","","0","","848","","","0","",""
"173771","","Murtoi th I","62.286066","30.20124","4","","0","","848","","","0","",""
"173772","","Perätie L","62.267776","30.23371","4","","0","","848","","","0","",""
"173773","","Perätie I","62.266888","30.234424","4","","0","","848","","","0","",""
"173774","","Purtorinteentie L","62.263528","30.239422","4","","0","","848","","","0","",""
"173775","","Purtorinteentie I","62.26306","30.240606","4","","0","","848","","","0","",""
"173776","","Riitanahontie L","62.258457","30.265262","4","","0","","848","","","0","",""
"173777","","Riitanahontie I","62.258286","30.26719","4","","0","","848","","","0","",""
"173778","","Hannula L","62.251679","30.283682","4","","0","","848","","","0","",""
"173779","","Hannula I","62.250955","30.284682","4","","0","","848","","","0","",""
"173780","","Purtovaara L","62.242978","30.296739","4","","0","","848","","","0","",""
"173781","","Purtovaara I","62.242386","30.298196","4","","0","","848","","","0","",""
"173782","","Suontaka I","62.237882","30.304734","4","","0","","848","","","0","",""
"173783","","Suontaka L","62.237174","30.305754","4","","0","","848","","","0","",""
"173784","","Likaistenristeys L","62.229692","30.319222","4","","0","","848","","","0","",""
"173785","","Likaistenristeys I","62.228991","30.322611","4","","0","","848","","","0","",""
"173884","","Paihola th E","62.71709704","29.8984251","2","","0","","276","","","0","",""
"173885","","Paihola th P","62.71728010013293","29.90132337671495","2","","0","","276","","","0","",""
"173886","","Uilonpuro E","62.71938791","29.92755855","2","","0","","276","","","0","",""
"173887","","Uilonpuro P","62.71973595","29.92939675","2","","0","","276","","","0","",""
"173888","","Uilo E","62.72427537","29.9442729","2","","0","","276","","","0","",""
"173889","","Uilo P","62.72494094","29.94617717","2","","0","","276","","","0","",""
"173890","Jo2730","Jakokoskentie (Kontiolahti), E","62.730304900462876","29.96159386990972","2","","0","","276","","","0","",""
"173891","","Jakokoskentie (Kontiolahti) P","62.73052574","29.9622324","2","","0","","276","","","0","",""
"173892","","Jakokoski E","62.73770725","29.98236596","2","","0","","276","","","0","",""
"173893","","Jakokoski P","62.73825225","29.98365846","2","","0","","276","","","0","",""
"173894","","Mönni th (kt. 73) E","62.74071594","29.98856659","2","","0","","276","","","0","",""
"173895","Jo2735","Mönni th (kt. 73) P","62.741253","29.989534","2","","0","","276","","","0","",""
"173896","Jo2736","Kuusisto E","62.760569","30.034234","2","","0","","276","","","0","",""
"173897","Jo2737","Kuusisto P","62.760978","30.034825","2","","0","","276","","","0","",""
"173898","Jo2738","Kuusoja E","62.77133","30.049182","3","","0","","276","","","0","",""
"173899","","Kuusoja P","62.772087","30.050711","3","","0","","167","","","0","",""
"173900","","Takavaarantie E","62.775655","30.059335","3","","0","","167","","","0","",""
"173901","","Takavaarantie P","62.776418","30.061415","3","","0","","167","","","0","",""
"173902","","Novikanrinne E","62.778022","30.065699","3","","0","","167","","","0","",""
"173903","","Novikanrinne P","62.778565","30.067168","3","","0","","167","","","0","",""
"173904","","Novikka P","62.784373","30.077638","3","","0","","167","","","0","",""
"173905","","Novikka E","62.784811","30.078115","3","","0","","167","","","0","",""
"173906","","Yrjöntie E","62.798207","30.105399","3","","0","","167","","","0","",""
"173907","","Yrjöntie P","62.798871","30.108687","3","","0","","167","","","0","",""
"173908","","Louhioja E","62.800049","30.113109","3","","0","","167","","","0","",""
"173909","","Louhioja P","62.801568","30.117529","3","","0","","167","","","0","",""
"173910","","Heikuranvaarantie E","62.805466","30.130111","3","","0","","167","","","0","",""
"173911","","Heikuranvaarantie P","62.806013","30.133369","3","","0","","167","","","0","",""
"173912","","Kaltimo L","62.807225","30.142273","3","","0","","167","","","0","",""
"173913","","Kaltimo I","62.807532","30.144602","3","","0","","167","","","0","",""
"173914","","Eno th E","62.808104","30.148746","3","","0","","167","","","0","",""
"173915","","Eno th P","62.808488","30.151634","3","","0","","167","","","0","",""
"173916","","Karhunsalon oikotie th E","62.817892","30.185632","4","","0","","167","","","0","",""
"173917","","Karhunsalon oikotie th P","62.818299","30.186285","4","","0","","167","","","0","",""
"173918","","Muuraisniemi E","62.827493","30.195237","4","","0","","167","","","0","",""
"173919","","Muuraisniemi P","62.828124","30.195541","4","","0","","167","","","0","",""
"173920","","Pajarinniemi E","62.842581","30.193849","4","","0","","167","","","0","",""
"173921","","Pajarinniemi P","62.843169","30.193658","4","","0","","167","","","0","",""
"173922","","Hallavaarantie E","62.861774","30.198021","4","","0","","167","","","0","",""
"173923","","Hallavaarantie P","62.862863","30.198749","4","","0","","167","","","0","",""
"173924","","Paukkaja E","62.865169","30.200062","4","","0","","167","","","0","",""
"173925","","Paukkaja P","62.866013","30.200469","4","","0","","167","","","0","",""
"173926","","Venäjänjärventie E","62.871789","30.202082","4","","0","","167","","","0","",""
"173927","","Venäjänjärventie P","62.873017","30.202176","4","","0","","167","","","0","",""
"173928","","Rahkeenniemi E","62.879354","30.201254","4","","0","","167","","","0","",""
"173929","","Rahkeenniemi P","62.880494","30.200867","4","","0","","167","","","0","",""
"173930","","Rahkee E","62.895863","30.2002","4","","0","","167","","","0","",""
"173931","","Rahkee P","62.896885","30.201848","4","","0","","167","","","0","",""
"173932","","Laiskanniemi","62.904731","30.219446","4","","0","","167","","","0","",""
"173933","","Tuuliharjuntie","62.909919","30.239263","4","","0","","167","","","0","",""
"173934","","Uimaharjun asema E","62.910848","30.241828","4","","0","","167","","","0","",""
"173935","","Uimaharjun asema P","62.911658","30.24375","4","","0","","167","","","0","",""
"173936","","Uimaharju Honkajoentie P","62.915444","30.250612","4","","0","","167","","","0","",""
"173937","","Sahankangas E","62.917425","30.249216","4","","0","","167","","","0","",""
"173938","","Sahankangas P","62.918059","30.248616","4","","0","","167","","","0","",""
"173939","","Honkavaarantie (Uimaharju) E","62.925102","30.238478","4","","0","","167","","","0","",""
"173940","","Honkavaarantie (Uimaharju) P","62.925966","30.237233","4","","0","","167","","","0","",""
"173941","","Honkavaara (Uimaharju) E","62.935664","30.229964","4","","0","","167","","","0","",""
"173942","","Honkavaara (Uimaharju) P","62.936492","30.229504","4","","0","","167","","","0","",""
